DATE,NASDAQCOM
1982-10-12,202.16
1982-10-13,205.17
1982-10-14,204.85
1982-10-15,204.46
1982-10-18,206.61
1982-10-19,207.48
1982-10-20,210.70
1982-10-21,214.28
1982-10-22,215.29
1982-10-25,209.92
1982-10-26,209.92
1982-10-27,212.20
1982-10-28,211.87
1982-10-29,212.63
1982-11-01,214.52
1982-11-02,217.65
1982-11-03,222.77
1982-11-04,225.01
1982-11-05,227.03
1982-11-08,226.74
1982-11-09,230.19
1982-11-10,230.41
1982-11-11,231.52
1982-11-12,232.61
1982-11-15,229.34
1982-11-16,224.97
1982-11-17,227.75
1982-11-18,229.28
1982-11-19,229.41
1982-11-22,225.79
1982-11-23,225.17
1982-11-24,226.88
1982-11-25,.
1982-11-26,228.64
1982-11-29,228.39
1982-11-30,232.31
1982-12-01,235.59
1982-12-02,236.18
1982-12-03,237.16
1982-12-06,239.29
1982-12-07,240.65
1982-12-08,240.70
1982-12-09,237.24
1982-12-10,233.85
1982-12-13,233.33
1982-12-14,231.33
1982-12-15,225.69
1982-12-16,225.60
1982-12-17,228.93
1982-12-20,227.88
1982-12-21,228.52
1982-12-22,231.04
1982-12-23,232.33
1982-12-24,.
1982-12-27,233.20
1982-12-28,232.20
1982-12-29,232.27
1982-12-30,231.28
1982-12-31,232.41
1983-01-03,230.59
1983-01-04,231.64
1983-01-05,232.73
1983-01-06,236.61
1983-01-07,238.60
1983-01-10,240.94
1983-01-11,240.85
1983-01-12,242.90
1983-01-13,243.48
1983-01-14,245.63
1983-01-17,247.14
1983-01-18,246.70
1983-01-19,245.20
1983-01-20,245.99
1983-01-21,243.97
1983-01-24,236.73
1983-01-25,239.19
1983-01-26,241.43
1983-01-27,245.44
1983-01-28,246.93
1983-01-31,248.35
1983-02-01,248.15
1983-02-02,248.28
1983-02-03,249.44
1983-02-04,251.65
1983-02-07,252.02
1983-02-08,251.10
1983-02-09,251.38
1983-02-10,254.77
1983-02-11,256.64
1983-02-14,258.67
1983-02-15,259.06
1983-02-16,259.07
1983-02-17,259.00
1983-02-18,261.29
1983-02-21,.
1983-02-22,259.18
1983-02-23,259.99
1983-02-24,262.31
1983-02-25,262.44
1983-02-28,260.67
1983-03-01,261.82
1983-03-02,263.40
1983-03-03,265.21
1983-03-04,265.94
1983-03-07,265.39
1983-03-08,263.16
1983-03-09,265.06
1983-03-10,266.08
1983-03-11,266.18
1983-03-14,264.34
1983-03-15,264.25
1983-03-16,264.66
1983-03-17,264.01
1983-03-18,265.01
1983-03-21,266.37
1983-03-22,267.52
1983-03-23,269.26
1983-03-24,270.37
1983-03-25,270.89
1983-03-28,269.15
1983-03-29,268.77
1983-03-30,270.76
1983-03-31,270.80
1983-04-01,.
1983-04-04,268.73
1983-04-05,268.83
1983-04-06,266.47
1983-04-07,266.74
1983-04-08,268.10
1983-04-11,270.81
1983-04-12,272.73
1983-04-13,275.93
1983-04-14,278.81
1983-04-15,281.60
1983-04-18,282.23
1983-04-19,281.86
1983-04-20,284.81
1983-04-21,286.84
1983-04-22,288.55
1983-04-25,286.58
1983-04-26,288.11
1983-04-27,288.93
1983-04-28,290.84
1983-04-29,293.06
1983-05-02,290.54
1983-05-03,289.65
1983-05-04,293.21
1983-05-05,297.32
1983-05-06,301.64
1983-05-09,302.65
1983-05-10,304.34
1983-05-11,302.89
1983-05-12,302.15
1983-05-13,303.75
1983-05-16,299.60
1983-05-17,301.02
1983-05-18,303.51
1983-05-19,302.82
1983-05-20,303.56
1983-05-23,303.86
1983-05-24,307.36
1983-05-25,309.16
1983-05-26,311.39
1983-05-27,312.05
1983-05-30,.
1983-05-31,308.73
1983-06-01,307.95
1983-06-02,310.45
1983-06-03,313.85
1983-06-06,315.48
1983-06-07,314.17
1983-06-08,312.49
1983-06-09,312.74
1983-06-10,315.24
1983-06-13,318.05
1983-06-14,320.04
1983-06-15,322.04
1983-06-16,326.50
1983-06-17,326.11
1983-06-20,324.63
1983-06-21,325.96
1983-06-22,328.19
1983-06-23,327.73
1983-06-24,328.91
1983-06-27,324.34
1983-06-28,315.87
1983-06-29,316.24
1983-06-30,318.70
1983-07-01,321.58
1983-07-04,.
1983-07-05,317.15
1983-07-06,316.24
1983-07-07,320.03
1983-07-08,319.57
1983-07-11,320.88
1983-07-12,316.93
1983-07-13,314.59
1983-07-14,315.49
1983-07-15,312.87
1983-07-18,310.29
1983-07-19,311.17
1983-07-20,316.76
1983-07-21,319.29
1983-07-22,320.71
1983-07-25,320.48
1983-07-26,320.38
1983-07-27,315.04
1983-07-28,308.47
1983-07-29,303.96
1983-08-01,302.08
1983-08-02,303.18
1983-08-03,303.86
1983-08-04,299.70
1983-08-05,300.20
1983-08-08,294.93
1983-08-09,294.26
1983-08-10,296.65
1983-08-11,297.56
1983-08-12,299.58
1983-08-15,301.77
1983-08-16,299.85
1983-08-17,300.84
1983-08-18,299.78
1983-08-19,299.10
1983-08-22,298.76
1983-08-23,293.66
1983-08-24,290.86
1983-08-25,289.53
1983-08-26,290.31
1983-08-29,289.36
1983-08-30,289.86
1983-08-31,292.42
1983-09-01,294.55
1983-09-02,297.85
1983-09-05,.
1983-09-06,301.23
1983-09-07,300.76
1983-09-08,301.79
1983-09-09,302.23
1983-09-12,300.76
1983-09-13,297.93
1983-09-14,298.34
1983-09-15,297.19
1983-09-16,298.27
1983-09-19,301.83
1983-09-20,303.36
1983-09-21,303.26
1983-09-22,304.56
1983-09-23,303.61
1983-09-26,303.77
1983-09-27,300.78
1983-09-28,299.76
1983-09-29,299.29
1983-09-30,296.65
1983-10-03,294.64
1983-10-04,294.81
1983-10-05,294.57
1983-10-06,295.78
1983-10-07,297.36
1983-10-10,297.42
1983-10-11,295.41
1983-10-12,291.59
1983-10-13,290.44
1983-10-14,290.04
1983-10-17,289.69
1983-10-18,283.62
1983-10-19,283.62
1983-10-20,281.25
1983-10-21,279.49
1983-10-24,276.81
1983-10-25,278.60
1983-10-26,277.85
1983-10-27,277.50
1983-10-28,276.14
1983-10-31,274.55
1983-11-01,273.04
1983-11-02,275.18
1983-11-03,274.26
1983-11-04,273.17
1983-11-07,271.12
1983-11-08,269.57
1983-11-09,271.00
1983-11-10,273.08
1983-11-11,277.13
1983-11-14,279.51
1983-11-15,278.92
1983-11-16,279.94
1983-11-17,281.26
1983-11-18,281.28
1983-11-21,283.05
1983-11-22,284.55
1983-11-23,284.69
1983-11-24,.
1983-11-25,285.49
1983-11-28,284.47
1983-11-29,285.62
1983-11-30,285.67
1983-12-01,286.07
1983-12-02,283.91
1983-12-05,282.49
1983-12-06,282.05
1983-12-07,282.15
1983-12-08,280.57
1983-12-09,280.51
1983-12-12,279.94
1983-12-13,278.92
1983-12-14,276.42
1983-12-15,275.35
1983-12-16,276.01
1983-12-19,275.58
1983-12-20,274.51
1983-12-21,275.63
1983-12-22,276.21
1983-12-23,276.54
1983-12-26,.
1983-12-27,276.68
1983-12-28,276.57
1983-12-29,277.06
1983-12-30,278.60
1984-01-02,.
1984-01-03,277.63
1984-01-04,280.97
1984-01-05,284.45
1984-01-06,287.90
1984-01-09,287.27
1984-01-10,287.63
1984-01-11,287.68
1984-01-12,287.63
1984-01-13,286.85
1984-01-16,286.29
1984-01-17,286.86
1984-01-18,287.21
1984-01-19,286.49
1984-01-20,284.41
1984-01-23,280.20
1984-01-24,278.82
1984-01-25,277.35
1984-01-26,275.61
1984-01-27,273.18
1984-01-30,269.23
1984-01-31,268.43
1984-02-01,266.43
1984-02-02,266.16
1984-02-03,264.01
1984-02-06,258.64
1984-02-07,257.81
1984-02-08,253.96
1984-02-09,251.69
1984-02-10,254.04
1984-02-13,250.57
1984-02-14,252.43
1984-02-15,252.73
1984-02-16,251.84
1984-02-17,251.33
1984-02-20,.
1984-02-21,249.96
1984-02-22,249.16
1984-02-23,247.09
1984-02-24,251.44
1984-02-27,254.32
1984-02-28,251.55
1984-02-29,252.57
1984-03-01,253.50
1984-03-02,255.54
1984-03-05,253.86
1984-03-06,252.24
1984-03-07,249.16
1984-03-08,249.66
1984-03-09,249.01
1984-03-12,249.74
1984-03-13,250.67
1984-03-14,250.25
1984-03-15,251.05
1984-03-16,253.37
1984-03-19,251.65
1984-03-20,252.74
1984-03-21,252.49
1984-03-22,250.77
1984-03-23,249.98
1984-03-26,249.30
1984-03-27,249.10
1984-03-28,251.01
1984-03-29,251.63
1984-03-30,250.78
1984-04-02,249.80
1984-04-03,248.88
1984-04-04,248.51
1984-04-05,245.74
1984-04-06,243.94
1984-04-09,242.84
1984-04-10,243.45
1984-04-11,241.79
1984-04-12,242.56
1984-04-13,244.01
1984-04-16,243.88
1984-04-17,245.59
1984-04-18,245.48
1984-04-19,245.51
1984-04-20,.
1984-04-23,243.93
1984-04-24,244.06
1984-04-25,243.90
1984-04-26,245.93
1984-04-27,246.90
1984-04-30,247.44
1984-05-01,250.26
1984-05-02,253.01
1984-05-03,252.55
1984-05-04,250.89
1984-05-07,251.35
1984-05-08,252.42
1984-05-09,252.60
1984-05-10,252.91
1984-05-11,250.57
1984-05-14,248.87
1984-05-15,249.00
1984-05-16,248.68
1984-05-17,246.12
1984-05-18,244.61
1984-05-21,243.15
1984-05-22,240.80
1984-05-23,239.58
1984-05-24,235.39
1984-05-25,235.23
1984-05-28,.
1984-05-29,232.61
1984-05-30,231.93
1984-05-31,232.82
1984-06-01,235.90
1984-06-04,238.75
1984-06-05,238.43
1984-06-06,239.49
1984-06-07,239.89
1984-06-08,240.35
1984-06-11,238.12
1984-06-12,237.04
1984-06-13,237.78
1984-06-14,235.62
1984-06-15,235.64
1984-06-18,236.82
1984-06-19,237.87
1984-06-20,238.35
1984-06-21,239.75
1984-06-22,241.11
1984-06-25,240.85
1984-06-26,237.87
1984-06-27,238.35
1984-06-28,239.75
1984-06-29,241.11
1984-07-02,237.91
1984-07-03,238.29
1984-07-04,.
1984-07-05,237.83
1984-07-06,236.72
1984-07-09,236.99
1984-07-10,236.25
1984-07-11,234.82
1984-07-12,234.22
1984-07-13,234.67
1984-07-16,233.69
1984-07-17,233.50
1984-07-18,232.23
1984-07-19,230.89
1984-07-20,229.37
1984-07-23,227.06
1984-07-24,225.73
1984-07-25,225.30
1984-07-26,227.06
1984-07-27,229.30
1984-07-30,228.95
1984-07-31,229.70
1984-08-01,233.35
1984-08-02,238.87
1984-08-03,246.24
1984-08-06,249.27
1984-08-07,249.09
1984-08-08,248.02
1984-08-09,250.33
1984-08-10,252.43
1984-08-13,251.35
1984-08-14,250.63
1984-08-15,249.70
1984-08-16,250.33
1984-08-17,250.37
1984-08-20,250.22
1984-08-21,253.33
1984-08-22,253.86
1984-08-23,254.12
1984-08-24,254.78
1984-08-27,253.29
1984-08-28,254.37
1984-08-29,254.81
1984-08-30,254.56
1984-08-31,254.64
1984-09-03,.
1984-09-04,251.39
1984-09-05,250.61
1984-09-06,252.22
1984-09-07,251.68
1984-09-10,250.53
1984-09-11,251.80
1984-09-12,251.45
1984-09-13,253.34
1984-09-14,255.60
1984-09-17,255.39
1984-09-18,253.99
1984-09-19,253.01
1984-09-20,253.13
1984-09-21,252.68
1984-09-24,250.80
1984-09-25,250.01
1984-09-26,250.23
1984-09-27,250.29
1984-09-28,249.94
1984-10-01,247.86
1984-10-02,246.10
1984-10-03,244.81
1984-10-04,245.20
1984-10-05,245.46
1984-10-08,244.56
1984-10-09,244.09
1984-10-10,243.29
1984-10-11,244.73
1984-10-12,246.11
1984-10-15,247.67
1984-10-16,247.27
1984-10-17,247.09
1984-10-18,249.76
1984-10-19,251.18
1984-10-22,250.56
1984-10-23,250.61
1984-10-24,250.83
1984-10-25,249.00
1984-10-26,247.38
1984-10-29,246.50
1984-10-30,247.45
1984-10-31,247.03
1984-11-01,247.97
1984-11-02,247.92
1984-11-05,248.41
1984-11-06,250.54
1984-11-07,249.75
1984-11-08,249.50
1984-11-09,249.50
1984-11-12,249.26
1984-11-13,247.84
1984-11-14,246.98
1984-11-15,246.01
1984-11-16,245.12
1984-11-19,242.88
1984-11-20,243.04
1984-11-21,243.01
1984-11-22,.
1984-11-23,245.45
1984-11-26,244.90
1984-11-27,245.41
1984-11-28,245.04
1984-11-29,243.30
1984-11-30,242.53
1984-12-03,240.90
1984-12-04,240.96
1984-12-05,238.78
1984-12-06,239.07
1984-12-07,238.94
1984-12-10,238.50
1984-12-11,238.79
1984-12-12,238.67
1984-12-13,238.08
1984-12-14,239.04
1984-12-17,238.46
1984-12-18,243.44
1984-12-19,244.88
1984-12-20,244.49
1984-12-21,244.28
1984-12-24,245.82
1984-12-25,.
1984-12-26,246.06
1984-12-27,245.65
1984-12-28,246.08
1984-12-31,247.35
1985-01-01,.
1985-01-02,245.91
1985-01-03,246.41
1985-01-04,246.19
1985-01-07,246.04
1985-01-08,246.00
1985-01-09,247.34
1985-01-10,249.46
1985-01-11,252.16
1985-01-14,255.46
1985-01-15,257.78
1985-01-16,260.24
1985-01-17,261.16
1985-01-18,263.05
1985-01-21,266.41
1985-01-22,268.42
1985-01-23,270.72
1985-01-24,272.34
1985-01-25,274.00
1985-01-28,275.03
1985-01-29,276.17
1985-01-30,278.58
1985-01-31,278.70
1985-02-01,278.43
1985-02-04,280.77
1985-02-05,282.72
1985-02-06,284.46
1985-02-07,287.20
1985-02-08,288.35
1985-02-11,287.43
1985-02-12,286.57
1985-02-13,288.32
1985-02-14,288.35
1985-02-15,287.72
1985-02-18,.
1985-02-19,286.91
1985-02-20,287.27
1985-02-21,286.99
1985-02-22,286.18
1985-02-25,283.95
1985-02-26,285.00
1985-02-27,284.11
1985-02-28,284.17
1985-03-01,287.16
1985-03-04,287.06
1985-03-05,287.10
1985-03-06,285.45
1985-03-07,283.19
1985-03-08,282.37
1985-03-11,281.20
1985-03-12,281.42
1985-03-13,278.21
1985-03-14,277.46
1985-03-15,277.97
1985-03-18,277.14
1985-03-19,286.91
1985-03-20,278.78
1985-03-21,279.03
1985-03-22,278.91
1985-03-25,276.26
1985-03-26,276.18
1985-03-27,277.56
1985-03-28,278.17
1985-03-29,279.20
1985-04-01,280.32
1985-04-02,279.74
1985-04-03,277.86
1985-04-04,277.44
1985-04-05,.
1985-04-08,276.45
1985-04-09,276.63
1985-04-10,278.76
1985-04-11,280.12
1985-04-12,280.63
1985-04-15,281.07
1985-04-16,282.28
1985-04-17,283.33
1985-04-18,283.11
1985-04-19,282.81
1985-04-22,281.82
1985-04-23,282.57
1985-04-24,283.07
1985-04-25,283.97
1985-04-26,284.14
1985-04-29,282.11
1985-04-30,280.56
1985-05-01,279.63
1985-05-02,279.01
1985-05-03,280.31
1985-05-06,279.85
1985-05-07,280.89
1985-05-08,281.07
1985-05-09,283.27
1985-05-10,287.46
1985-05-13,288.14
1985-05-14,287.72
1985-05-15,288.33
1985-05-16,289.75
1985-05-17,291.70
1985-05-20,294.48
1985-05-21,293.94
1985-05-22,293.03
1985-05-23,291.15
1985-05-24,292.14
1985-05-27,.
1985-05-28,290.88
1985-05-29,290.64
1985-05-30,289.94
1985-05-31,290.80
1985-06-03,290.59
1985-06-04,290.99
1985-06-05,291.77
1985-06-06,291.85
1985-06-07,291.03
1985-06-10,290.70
1985-06-11,290.54
1985-06-12,289.66
1985-06-13,286.93
1985-06-14,287.95
1985-06-17,287.38
1985-06-18,287.92
1985-06-19,288.15
1985-06-20,287.37
1985-06-21,288.71
1985-06-24,289.97
1985-06-25,292.30
1985-06-26,293.40
1985-06-27,295.34
1985-06-28,296.20
1985-07-01,296.48
1985-07-02,296.91
1985-07-03,297.33
1985-07-04,.
1985-07-05,298.58
1985-07-08,297.80
1985-07-09,297.15
1985-07-10,298.51
1985-07-11,300.52
1985-07-12,302.39
1985-07-15,303.04
1985-07-16,305.17
1985-07-17,307.77
1985-07-18,306.88
1985-07-19,307.76
1985-07-22,306.83
1985-07-23,306.23
1985-07-24,303.71
1985-07-25,304.44
1985-07-26,304.62
1985-07-29,300.94
1985-07-30,300.59
1985-07-31,301.29
1985-08-01,304.01
1985-08-02,304.53
1985-08-05,302.14
1985-08-06,300.21
1985-08-07,298.20
1985-08-08,298.72
1985-08-09,299.14
1985-08-12,298.31
1985-08-13,297.02
1985-08-14,297.64
1985-08-15,297.61
1985-08-16,296.46
1985-08-19,295.63
1985-08-20,296.36
1985-08-21,297.65
1985-08-22,296.85
1985-08-23,296.68
1985-08-26,296.29
1985-08-27,295.98
1985-08-28,296.99
1985-08-29,297.31
1985-08-30,297.71
1985-09-02,.
1985-09-03,296.56
1985-09-04,295.58
1985-09-05,295.28
1985-09-06,296.19
1985-09-09,296.06
1985-09-10,294.50
1985-09-11,291.43
1985-09-12,289.93
1985-09-13,287.21
1985-09-16,285.38
1985-09-17,281.07
1985-09-18,281.04
1985-09-19,283.59
1985-09-20,284.35
1985-09-23,286.09
1985-09-24,284.12
1985-09-25,281.82
1985-09-26,280.20
1985-09-27,.
1985-09-30,280.33
1985-10-01,281.77
1985-10-02,281.15
1985-10-03,281.41
1985-10-04,280.46
1985-10-07,278.30
1985-10-08,276.95
1985-10-09,278.28
1985-10-10,279.41
1985-10-11,281.75
1985-10-14,284.25
1985-10-15,284.97
1985-10-16,286.68
1985-10-17,288.25
1985-10-18,288.38
1985-10-21,287.71
1985-10-22,288.54
1985-10-23,289.81
1985-10-24,290.58
1985-10-25,289.49
1985-10-28,289.18
1985-10-29,291.12
1985-10-30,292.26
1985-10-31,292.54
1985-11-01,294.11
1985-11-04,294.23
1985-11-05,295.25
1985-11-06,296.74
1985-11-07,297.47
1985-11-08,300.02
1985-11-11,302.31
1985-11-12,304.41
1985-11-13,303.85
1985-11-14,305.21
1985-11-15,306.17
1985-11-18,306.10
1985-11-19,306.85
1985-11-20,307.01
1985-11-21,309.27
1985-11-22,310.80
1985-11-25,309.79
1985-11-26,310.50
1985-11-27,313.01
1985-11-28,.
1985-11-29,313.95
1985-12-02,312.95
1985-12-03,313.14
1985-12-04,316.68
1985-12-05,318.19
1985-12-06,316.59
1985-12-09,316.88
1985-12-10,317.29
1985-12-11,318.86
1985-12-12,320.58
1985-12-13,323.99
1985-12-16,325.16
1985-12-17,323.25
1985-12-18,322.48
1985-12-19,322.67
1985-12-20,323.12
1985-12-23,321.58
1985-12-24,320.37
1985-12-25,.
1985-12-26,320.29
1985-12-27,322.75
1985-12-30,323.13
1985-12-31,324.93
1986-01-01,.
1986-01-02,324.99
1986-01-03,325.72
1986-01-06,325.99
1986-01-07,329.74
1986-01-08,328.09
1986-01-09,323.01
1986-01-10,324.14
1986-01-13,324.19
1986-01-14,324.79
1986-01-15,328.19
1986-01-16,330.01
1986-01-17,330.72
1986-01-20,329.51
1986-01-21,328.52
1986-01-22,326.76
1986-01-23,326.69
1986-01-24,328.85
1986-01-27,330.10
1986-01-28,332.64
1986-01-29,334.72
1986-01-30,334.32
1986-01-31,335.77
1986-02-03,337.50
1986-02-04,337.88
1986-02-05,338.85
1986-02-06,340.76
1986-02-07,342.20
1986-02-10,344.04
1986-02-11,344.91
1986-02-12,346.27
1986-02-13,347.88
1986-02-14,350.21
1986-02-17,.
1986-02-18,352.36
1986-02-19,352.09
1986-02-20,353.11
1986-02-21,355.65
1986-02-24,355.49
1986-02-25,354.88
1986-02-26,355.27
1986-02-27,358.06
1986-02-28,359.53
1986-03-03,359.78
1986-03-04,361.01
1986-03-05,359.84
1986-03-06,361.50
1986-03-07,362.24
1986-03-10,363.93
1986-03-11,367.36
1986-03-12,369.69
1986-03-13,370.35
1986-03-14,371.83
1986-03-17,370.01
1986-03-18,371.52
1986-03-19,371.69
1986-03-20,372.71
1986-03-21,372.59
1986-03-24,370.67
1986-03-25,369.28
1986-03-26,370.60
1986-03-27,373.31
1986-03-28,.
1986-03-31,374.72
1986-04-01,374.15
1986-04-02,374.13
1986-04-03,374.51
1986-04-04,372.23
1986-04-07,369.07
1986-04-08,373.09
1986-04-09,374.16
1986-04-10,377.17
1986-04-11,378.91
1986-04-14,380.84
1986-04-15,381.71
1986-04-16,387.64
1986-04-17,389.96
1986-04-18,390.06
1986-04-21,391.04
1986-04-22,390.48
1986-04-23,389.05
1986-04-24,391.52
1986-04-25,392.34
1986-04-28,391.43
1986-04-29,389.18
1986-04-30,383.24
1986-05-01,381.67
1986-05-02,383.18
1986-05-05,386.00
1986-05-06,386.28
1986-05-07,385.33
1986-05-08,387.40
1986-05-09,389.10
1986-05-12,388.07
1986-05-13,386.66
1986-05-14,387.34
1986-05-15,385.75
1986-05-16,384.67
1986-05-19,383.74
1986-05-20,385.28
1986-05-21,386.05
1986-05-22,389.62
1986-05-23,391.91
1986-05-26,.
1986-05-27,394.89
1986-05-28,397.16
1986-05-29,397.97
1986-05-30,400.16
1986-06-02,399.35
1986-06-03,399.48
1986-06-04,399.05
1986-06-05,400.03
1986-06-06,400.25
1986-06-09,394.73
1986-06-10,392.83
1986-06-11,395.44
1986-06-12,396.53
1986-06-13,399.59
1986-06-16,398.54
1986-06-17,396.28
1986-06-18,395.24
1986-06-19,396.40
1986-06-20,396.88
1986-06-23,396.83
1986-06-24,398.92
1986-06-25,402.22
1986-06-26,402.87
1986-06-27,403.53
1986-06-30,405.51
1986-07-01,407.61
1986-07-02,409.48
1986-07-03,411.16
1986-07-04,.
1986-07-07,400.96
1986-07-08,390.65
1986-07-09,393.39
1986-07-10,392.03
1986-07-11,391.55
1986-07-14,384.80
1986-07-15,378.70
1986-07-16,379.73
1986-07-17,381.59
1986-07-18,381.07
1986-07-21,379.46
1986-07-22,379.87
1986-07-23,379.85
1986-07-24,378.74
1986-07-25,379.83
1986-07-28,374.78
1986-07-29,372.03
1986-07-30,370.83
1986-07-31,371.37
1986-08-01,370.66
1986-08-04,366.66
1986-08-05,366.75
1986-08-06,364.73
1986-08-07,365.05
1986-08-08,365.87
1986-08-11,369.94
1986-08-12,373.29
1986-08-13,376.92
1986-08-14,379.52
1986-08-15,380.18
1986-08-18,379.27
1986-08-19,378.82
1986-08-20,380.93
1986-08-21,381.15
1986-08-22,381.52
1986-08-25,379.26
1986-08-26,380.49
1986-08-27,381.69
1986-08-28,382.40
1986-08-29,382.86
1986-09-01,.
1986-09-02,380.14
1986-09-03,378.88
1986-09-04,381.03
1986-09-05,378.36
1986-09-08,372.78
1986-09-09,369.55
1986-09-10,366.80
1986-09-11,353.34
1986-09-12,346.78
1986-09-15,345.86
1986-09-16,343.67
1986-09-17,346.90
1986-09-18,348.60
1986-09-19,349.43
1986-09-22,352.55
1986-09-23,353.37
1986-09-24,354.52
1986-09-25,351.49
1986-09-26,351.61
1986-09-29,347.83
1986-09-30,350.67
1986-10-01,352.34
1986-10-02,352.59
1986-10-03,352.75
1986-10-06,353.20
1986-10-07,352.38
1986-10-08,352.90
1986-10-09,353.06
1986-10-10,353.53
1986-10-13,354.05
1986-10-14,353.77
1986-10-15,355.65
1986-10-16,356.37
1986-10-17,355.72
1986-10-20,353.51
1986-10-21,353.10
1986-10-22,353.92
1986-10-23,356.20
1986-10-24,356.66
1986-10-27,356.58
1986-10-28,357.20
1986-10-29,358.45
1986-10-30,361.05
1986-10-31,360.77
1986-11-03,361.14
1986-11-04,361.89
1986-11-05,362.08
1986-11-06,361.23
1986-11-07,360.99
1986-11-10,359.98
1986-11-11,361.31
1986-11-12,361.19
1986-11-13,358.00
1986-11-14,358.59
1986-11-17,357.07
1986-11-18,352.62
1986-11-19,349.80
1986-11-20,352.19
1986-11-21,354.65
1986-11-24,356.10
1986-11-25,356.95
1986-11-26,358.15
1986-11-27,.
1986-11-28,359.57
1986-12-01,357.87
1986-12-02,360.71
1986-12-03,363.04
1986-12-04,364.07
1986-12-05,362.96
1986-12-08,361.01
1986-12-09,359.03
1986-12-10,359.05
1986-12-11,357.73
1986-12-12,355.93
1986-12-15,353.32
1986-12-16,353.77
1986-12-17,352.29
1986-12-18,351.38
1986-12-19,352.24
1986-12-22,351.30
1986-12-23,348.76
1986-12-24,349.62
1986-12-25,.
1986-12-26,350.01
1986-12-29,348.03
1986-12-30,347.32
1986-12-31,348.83
1987-01-01,.
1987-01-02,353.26
1987-01-05,361.19
1987-01-06,366.02
1987-01-07,372.49
1987-01-08,377.54
1987-01-09,380.65
1987-01-12,385.46
1987-01-13,386.40
1987-01-14,389.95
1987-01-15,392.57
1987-01-16,389.87
1987-01-19,392.59
1987-01-20,392.06
1987-01-21,389.55
1987-01-22,393.17
1987-01-23,392.19
1987-01-26,387.98
1987-01-27,390.75
1987-01-28,392.04
1987-01-29,390.98
1987-01-30,392.06
1987-02-02,397.18
1987-02-03,399.38
1987-02-04,403.12
1987-02-05,405.70
1987-02-06,406.91
1987-02-09,405.78
1987-02-10,403.50
1987-02-11,408.25
1987-02-12,409.18
1987-02-13,412.48
1987-02-16,.
1987-02-17,418.18
1987-02-18,417.09
1987-02-19,417.03
1987-02-20,417.24
1987-02-23,415.22
1987-02-24,417.39
1987-02-25,421.01
1987-02-26,422.93
1987-02-27,424.97
1987-03-02,423.91
1987-03-03,423.56
1987-03-04,426.74
1987-03-05,429.00
1987-03-06,429.45
1987-03-09,426.79
1987-03-10,429.39
1987-03-11,431.43
1987-03-12,432.48
1987-03-13,431.97
1987-03-16,430.86
1987-03-17,434.79
1987-03-18,435.16
1987-03-19,437.00
1987-03-20,439.64
1987-03-23,438.04
1987-03-24,438.13
1987-03-25,437.48
1987-03-26,438.71
1987-03-27,436.85
1987-03-30,427.07
1987-03-31,430.05
1987-04-01,428.34
1987-04-02,432.07
1987-04-03,437.36
1987-04-06,437.78
1987-04-07,434.01
1987-04-08,434.91
1987-04-09,431.99
1987-04-10,430.93
1987-04-13,423.71
1987-04-14,413.20
1987-04-15,416.32
1987-04-16,419.46
1987-04-17,.
1987-04-20,417.73
1987-04-21,418.56
1987-04-22,418.16
1987-04-23,417.43
1987-04-24,412.62
1987-04-27,409.67
1987-04-28,411.94
1987-04-29,414.20
1987-04-30,417.81
1987-05-01,418.44
1987-05-04,418.45
1987-05-05,422.43
1987-05-06,422.38
1987-05-07,422.63
1987-05-08,423.17
1987-05-11,422.16
1987-05-12,420.53
1987-05-13,421.91
1987-05-14,422.65
1987-05-15,418.88
1987-05-18,413.54
1987-05-19,408.15
1987-05-20,406.57
1987-05-21,408.47
1987-05-22,407.40
1987-05-25,.
1987-05-26,411.44
1987-05-27,412.59
1987-05-28,414.35
1987-05-29,416.54
1987-06-01,415.01
1987-06-02,413.60
1987-06-03,415.90
1987-06-04,417.41
1987-06-05,417.82
1987-06-08,419.41
1987-06-09,421.67
1987-06-10,422.81
1987-06-11,423.37
1987-06-12,425.38
1987-06-15,425.39
1987-06-16,427.53
1987-06-17,428.44
1987-06-18,428.97
1987-06-19,429.08
1987-06-22,429.25
1987-06-23,427.98
1987-06-24,427.26
1987-06-25,427.20
1987-06-26,426.68
1987-06-29,426.48
1987-06-30,424.67
1987-07-01,424.46
1987-07-02,425.88
1987-07-03,.
1987-07-06,425.10
1987-07-07,424.55
1987-07-08,424.93
1987-07-09,425.58
1987-07-10,426.00
1987-07-13,426.53
1987-07-14,431.14
1987-07-15,431.21
1987-07-16,433.21
1987-07-17,434.08
1987-07-20,431.51
1987-07-21,429.37
1987-07-22,429.30
1987-07-23,427.63
1987-07-24,429.13
1987-07-27,428.87
1987-07-28,429.97
1987-07-29,431.20
1987-07-30,433.57
1987-07-31,434.93
1987-08-03,433.13
1987-08-04,432.77
1987-08-05,436.26
1987-08-06,440.80
1987-08-07,443.58
1987-08-10,446.27
1987-08-11,449.36
1987-08-12,449.23
1987-08-13,451.55
1987-08-14,451.61
1987-08-17,451.65
1987-08-18,446.76
1987-08-19,447.95
1987-08-20,452.75
1987-08-21,455.20
1987-08-24,453.80
1987-08-25,455.10
1987-08-26,455.26
1987-08-27,454.79
1987-08-28,453.29
1987-08-31,454.97
1987-09-01,452.50
1987-09-02,448.93
1987-09-03,448.36
